person_id,item_id,item_type,item_grade,item_level,test_score,gender,age
5d5df09b,3feaa185,audio_vocab,0.954711503,10,145,MALE,18
5d5df09b,338e23bc,text_vocab,0.975507821,5.091,145,MALE,18
5d5df09b,377df286,ctest,0.844444444,6.679931507,145,MALE,18
5d5df09b,56554ea3,audio_vocab,0.954711503,10,145,MALE,18
5d5df09b,c7652fdf,elicited_speech,0.905831874,7.68918486,145,MALE,18
5d5df09b,1f181ffe,elicited_speech,0.754609774,9.001849736,145,MALE,18
5d5df09b,7ad61677,elicited_speech,0.946465031,8.931411792,145,MALE,18
5d5df09b,841f3530,text_vocab,0.877358015,10,145,MALE,18
5d5df09b,786ab796,elicited_speech,0.967011417,8.565483138,145,MALE,18
5d5df09b,4e1d44a4,ctest,0.9999999,9.68571876,145,MALE,18
5d5df09b,104c4080,elicited_speech,0.944267326,8.922600971,145,MALE,18
5d5df09b,dbc6660a,audio_vocab,0.835751363,6.265,145,MALE,18
5d5df09b,b4993b83,dictation,7.22E-07,8.270961043,145,MALE,18
5d5df09b,814e98d5,audio_vocab,0.796528832,8.238,145,MALE,18
5d5df09b,a969ad87,text_vocab,0.976829842,8.277,145,MALE,18
5d5df09b,de01ea29,dictation,0.993889516,5.383306166,145,MALE,18
5d5df09b,bff6870c,elicited_speech,0.961845632,9.027297961,145,MALE,18
5d5df09b,7858ee61,text_vocab,0.97811438,2.637,145,MALE,18
5d5df09b,ea77790b,text_vocab,0.855309529,8.051,145,MALE,18
33242a30,53231851,audio_vocab,0.836678836,7.851,110,FEMALE,18
33242a30,48da2d2c,audio_vocab,0.835751363,9.883,110,FEMALE,18
33242a30,eae405d0,text_vocab,0.631692316,8.369,110,FEMALE,18
33242a30,75f5e96a,ctest,0.68,0.551068833,110,FEMALE,18
33242a30,21450afa,text_vocab,0.553959906,10,110,FEMALE,18
33242a30,7af914ab,elicited_speech,0.790242983,7.760171525,110,FEMALE,18
33242a30,0a14118b,audio_vocab,0.745446777,2.325,110,FEMALE,18
33242a30,4ee53b00,elicited_speech,0.749576131,8.000579123,110,FEMALE,18
33242a30,498537b0,ctest,0.8,3.379063928,110,FEMALE,18
33242a30,b7a6990f,dictation,0.993889516,0.426555525,110,FEMALE,18
33242a30,6cbdba04,dictation,1.21E-04,8.141425979,110,FEMALE,18
33242a30,0108c72b,elicited_speech,0.795667098,7.958802145,110,FEMALE,18
33242a30,66361b05,elicited_speech,0.838900979,6.557831035,110,FEMALE,18
33242a30,e31a5b91,dictation,0.18284122,5.651793308,110,FEMALE,18
33242a30,824c2f01,ctest,0.866666667,5.0974824,110,FEMALE,18
33242a30,6580a177,ctest,0.628571429,7.9090141,110,FEMALE,18
33242a30,57543390,elicited_speech,0.711637065,0.324022561,110,FEMALE,18
33242a30,05976a43,ctest,0.838709677,9.997776135,110,FEMALE,18
33242a30,2dc6d8ed,text_vocab,0.838912426,8.05,110,FEMALE,18
33242a30,7c4b89bc,audio_vocab,0.835751363,6.25,110,FEMALE,18
33242a30,87908971,dictation,0.993889516,3.45001921,110,FEMALE,18
33242a30,c3ac0faa,dictation,0.121421761,8.631090487,110,FEMALE,18
33242a30,1ffa471f,text_vocab,0.572482197,4.11,110,FEMALE,18
33242a30,88df558e,text_vocab,0.75321475,6.126,110,FEMALE,18
33242a30,3edd91cc,ctest,0.607142857,6.617970634,110,FEMALE,18
33242a30,fd23e535,text_vocab,0.976829842,0.402,110,FEMALE,18
33242a30,d45e7d37,text_vocab,0.650474892,8.34,110,FEMALE,18
33242a30,86fe8e05,audio_vocab,0.745446777,8.086,110,FEMALE,18
33242a30,adcb4723,elicited_speech,0.739249809,8.422122263,110,FEMALE,18
33242a30,06939c7d,dictation,0.815332168,5.329115297,110,FEMALE,18
33242a30,70472be5,audio_vocab,0.957166214,7.156,110,FEMALE,18
01de78fd,f9d244e0,dictation,0.001738799,8.030825424,120,FEMALE,19
01de78fd,f14313dc,text_vocab,0.204070156,9.984,120,FEMALE,19
01de78fd,1c318dc6,audio_vocab,0.954711503,5.429,120,FEMALE,19
01de78fd,a4dbe333,elicited_speech,0.856967169,7.733480116,120,FEMALE,19
01de78fd,06e92efe,ctest,0.555555556,9.984730413,120,FEMALE,19
01de78fd,f2bb417e,dictation,0.993889516,8.526393967,120,FEMALE,19
01de78fd,27b5c91a,dictation,0.993889516,0.413175174,120,FEMALE,19
01de78fd,010fb6fe,dictation,1.10E-04,4.364552987,120,FEMALE,19
01de78fd,323da2ac,text_vocab,0.877358015,8.151,120,FEMALE,19
01de78fd,b82e82cf,ctest,0.5,7.738598377,120,FEMALE,19
01de78fd,e1fd35e1,elicited_speech,0.718239563,8.298388616,120,FEMALE,19
01de78fd,4a1a6cfa,elicited_speech,0.821002747,7.956591438,120,FEMALE,19
01de78fd,7ac197c7,dictation,0.993889516,2.91197982,120,FEMALE,19
01de78fd,f02c1b71,ctest,0.482758621,6.148882892,120,FEMALE,19
01de78fd,1448961d,audio_vocab,0.836678836,7.55,120,FEMALE,19
01de78fd,7db616fb,text_vocab,0.975507821,7.577,120,FEMALE,19
01de78fd,ac514eb6,audio_vocab,0.745446777,10,120,FEMALE,19
01de78fd,416c81a4,ctest,0.772727273,1.960253715,120,FEMALE,19
01de78fd,ca31f77f,ctest,0.933333333,0.148632121,120,FEMALE,19
01de78fd,57543390,elicited_speech,0.668464554,0.324022561,120,FEMALE,19
01de78fd,b1feae02,text_vocab,0.759020323,4.6,120,FEMALE,19
01de78fd,f70c81a9,audio_vocab,0.796528832,2.219,120,FEMALE,19
01de78fd,37a6aed8,text_vocab,0.759020323,7.587,120,FEMALE,19
01de78fd,e94facf8,dictation,0.457225291,5.742385372,120,FEMALE,19
01de78fd,b1a25883,text_vocab,0.660861818,9.761,120,FEMALE,19
01de78fd,d537e66e,elicited_speech,0.804450322,8.460889955,120,FEMALE,19
01de78fd,c4f2e3a4,elicited_speech,1.00E-07,8.617913572,120,FEMALE,19
01de78fd,e6655775,ctest,0.304347826,3.927734768,120,FEMALE,19
01de78fd,27f7da60,text_vocab,0.918928584,3.312,120,FEMALE,19
01de78fd,2d45326d,audio_vocab,0.824165656,8.122,120,FEMALE,19
01de78fd,71b7f3d9,audio_vocab,0.493147948,8.379,120,FEMALE,19
dfd95b9b,8d0bc83f,ctest,0.631578947,4.905895767,80,MALE,24
dfd95b9b,7097fc0b,dictation,1.00E-07,5.908818555,80,MALE,24
dfd95b9b,3e47b3a0,text_vocab,0.918223856,4.16,80,MALE,24
dfd95b9b,a521447a,elicited_speech,0.78801631,5.183185792,80,MALE,24
dfd95b9b,de71180b,elicited_speech,0.812535039,3.713586968,80,MALE,24
dfd95b9b,47a3f51e,audio_vocab,0.648335693,0.462,80,MALE,24
dfd95b9b,3a743c1c,ctest,0.27027027,9.000629937,80,MALE,24
dfd95b9b,25bde13b,text_vocab,0.104856081,10,80,MALE,24
dfd95b9b,04a9df53,dictation,0.077783597,5.378903013,80,MALE,24
dfd95b9b,c55b29d5,dictation,4.07E-05,1.961124535,80,MALE,24
dfd95b9b,983fcf26,dictation,1.00E-07,5.417619167,80,MALE,24
dfd95b9b,7416abc9,ctest,0.44,2.576390603,80,MALE,24
dfd95b9b,acdaf018,text_vocab,0.977657181,0.476,80,MALE,24
dfd95b9b,3c02f9c6,elicited_speech,0.72571257,3.911631178,80,MALE,24
dfd95b9b,a2c322d9,audio_vocab,0.317547404,8.264,80,MALE,24
dfd95b9b,1c318dc6,audio_vocab,0.159399191,5.429,80,MALE,24
dfd95b9b,4c1aa804,text_vocab,0.465270537,7.949,80,MALE,24
dfd95b9b,f1272960,ctest,0.310344828,7.070709006,80,MALE,24
dfd95b9b,8f0b61ea,audio_vocab,0.01,10,80,MALE,24
dfd95b9b,40184fc0,text_vocab,0.918928584,6.282,80,MALE,24
dfd95b9b,bc00dd12,elicited_speech,0.732048852,5.327433176,80,MALE,24
dfd95b9b,9463578c,elicited_speech,0.542150689,7.537547464,80,MALE,24
dfd95b9b,27b5c91a,dictation,0.004018209,0.413175174,80,MALE,24
dfd95b9b,c332afe3,ctest,0.9999999,0.487396732,80,MALE,24
dfd95b9b,2f1f9d83,audio_vocab,0.954711503,4.168,80,MALE,24
dfd95b9b,706da6fa,ctest,0.636363636,2.580738091,80,MALE,24
dfd95b9b,30d21fd6,text_vocab,0.837417063,5.248,80,MALE,24
dfd95b9b,9470c7de,dictation,1.00E-07,0.434112048,80,MALE,24
dfd95b9b,03da62c0,dictation,1.61E-06,0.431417394,80,MALE,24
dfd95b9b,a052bc6b,elicited_speech,0.822883727,3.808979257,80,MALE,24
dfd95b9b,fa5934c6,audio_vocab,0.745446777,4.882,80,MALE,24
e343adb3,866cd1f4,dictation,0.001528656,2.749400255,105,OTHER,21
e343adb3,039c42ef,elicited_speech,0.874422385,7.055191942,105,OTHER,21
e343adb3,f5d7eb92,ctest,0.603448276,8.004462828,105,OTHER,21
e343adb3,f3aa23f5,elicited_speech,0.784254417,8.278239157,105,OTHER,21
e343adb3,8005210b,text_vocab,0.917441316,1.128,105,OTHER,21
e343adb3,f9d244e0,dictation,1.00E-07,8.030825424,105,OTHER,21
e343adb3,ed542c1f,audio_vocab,0.52803734,9.693,105,OTHER,21
e343adb3,a20e2243,dictation,0.993889516,2.568089737,105,OTHER,21
e343adb3,6107b0e4,text_vocab,0.838912426,9.276,105,OTHER,21
e343adb3,8453f43b,elicited_speech,0.721989821,7.034163187,105,OTHER,21
e343adb3,e02d5fcc,dictation,0.993889516,4.282034648,105,OTHER,21
e343adb3,0e99429d,text_vocab,0.742573776,9.993,105,OTHER,21
e343adb3,0d678183,ctest,0.522727273,9.984744359,105,OTHER,21
e343adb3,0fff1a3c,text_vocab,0.975507821,5.037,105,OTHER,21
e343adb3,22cd5f86,ctest,0.9999999,7.267312172,105,OTHER,21
e343adb3,4823f0ce,audio_vocab,0.159399191,7.918,105,OTHER,21
e343adb3,092379f2,elicited_speech,0.743071625,6.825526382,105,OTHER,21
e343adb3,7a4101cb,text_vocab,0.800163496,9.735,105,OTHER,21
e343adb3,51559494,text_vocab,0.838912426,7.304,105,OTHER,21
e343adb3,a2a931dc,audio_vocab,0.836678836,5.065,105,OTHER,21
e343adb3,9470c7de,dictation,0.993889516,0.434112048,105,OTHER,21
e343adb3,dd550c6f,ctest,0.791666667,5.477787905,105,OTHER,21
e343adb3,e52d7764,audio_vocab,0.493147948,0.426,105,OTHER,21
e343adb3,5a5b3590,audio_vocab,0.957166214,2.621,105,OTHER,21
e343adb3,cc0e4d00,elicited_speech,1.00E-07,8.140204907,105,OTHER,21
e343adb3,9a50dc12,ctest,0.826086957,2.131621965,105,OTHER,21
e343adb3,7a2ba2c9,dictation,0.006502367,7.114402702,105,OTHER,21
e343adb3,a7aff4e9,dictation,0.015889896,7.070689431,105,OTHER,21
e343adb3,a21b3fa2,ctest,0.62962963,7.033013334,105,OTHER,21
e343adb3,a4647a6d,audio_vocab,0.835751363,7.095,105,OTHER,21
e343adb3,7fcb1762,elicited_speech,0.888424604,7.57386239,105,OTHER,21
0a2f0569,daf86ddf,dictation,1.00E-07,5.107303823,85,MALE,18
0a2f0569,03da62c0,dictation,0.993889516,0.431417394,85,MALE,18
0a2f0569,a1a4ef06,elicited_speech,0.550440207,5.226919683,85,MALE,18
0a2f0569,619853bc,text_vocab,0.759630364,4.092,85,MALE,18
0a2f0569,15f32874,elicited_speech,0.64988435,5.215116762,85,MALE,18
0a2f0569,5764504d,text_vocab,0.123418899,9.819,85,MALE,18
0a2f0569,9.62E+46,elicited_speech,0.708061966,3.721184036,85,MALE,18
0a2f0569,fd23e535,text_vocab,0.918223856,0.402,85,MALE,18
0a2f0569,12452048,elicited_speech,0.800478828,4.814197718,85,MALE,18
0a2f0569,e81aad5f,audio_vocab,0.648335693,0.779,85,MALE,18
0a2f0569,71a928e5,ctest,0.481481481,4.826052832,85,MALE,18
0a2f0569,ca337125,dictation,0.993889516,1.940253569,85,MALE,18
0a2f0569,9ea41ebc,text_vocab,0.838912426,5.331,85,MALE,18
0a2f0569,74c6ba30,audio_vocab,0.34038456,6.223,85,MALE,18
0a2f0569,ac7f99ad,elicited_speech,0.618286113,4.270754625,85,MALE,18
0a2f0569,7d7d1dd4,elicited_speech,0.322512306,6.051058858,85,MALE,18
0a2f0569,658bed73,dictation,1.00E-07,3.011570682,85,MALE,18
0a2f0569,86c0a5dc,text_vocab,0.837410065,2.421,85,MALE,18
0a2f0569,945a6f0f,audio_vocab,0.096865041,9.434,85,MALE,18
0a2f0569,daee8539,audio_vocab,0.52803734,6.401,85,MALE,18
0a2f0569,e21f09c9,dictation,1.00E-07,8.158367666,85,MALE,18
0a2f0569,5be36857,ctest,0.595744681,7.870743867,85,MALE,18
0a2f0569,195aeedf,ctest,0.8125,0.16212168,85,MALE,18
0a2f0569,81623add,ctest,0.577777778,4.599076403,85,MALE,18
0a2f0569,3ef63191,text_vocab,0.345913806,7.1,85,MALE,18
0a2f0569,1bfc6521,ctest,0.583333333,3.505244483,85,MALE,18
0a2f0569,7dde6e69,ctest,0.481481481,9.798711264,85,MALE,18
0a2f0569,0f304629,audio_vocab,0.648335693,9.964,85,MALE,18
0a2f0569,060f3dfa,dictation,0.024405043,5.318915627,85,MALE,18
0a2f0569,7cabc1ba,audio_vocab,0.835751363,5.199,85,MALE,18
0a2f0569,74c4fefa,audio_vocab,0.835751363,4.733,85,MALE,18
53f189a5,bee414e4,audio_vocab,0.954711503,4.51,125,MALE,27
53f189a5,a262b542,audio_vocab,0.957166214,9.678,125,MALE,27
53f189a5,ec33a80a,audio_vocab,0.824165656,2.22,125,MALE,27
53f189a5,6f5567ee,ctest,0.882352941,8.409536772,125,MALE,27
53f189a5,6bdf4258,audio_vocab,0.796528832,8.2,125,MALE,27
53f189a5,bc89a696,elicited_speech,0.879469047,8.520930499,125,MALE,27
53f189a5,8c00a9b7,text_vocab,0.977657181,7.195,125,MALE,27
53f189a5,3c23affc,audio_vocab,0.836678836,8.041,125,MALE,27
53f189a5,616db3c1,audio_vocab,0.954711503,9.814,125,MALE,27
53f189a5,f000f136,dictation,0.993889516,3.252760138,125,MALE,27
53f189a5,055f73a5,dictation,0.993889516,8.656909235,125,MALE,27
53f189a5,5d664217,text_vocab,0.97811438,9.817,125,MALE,27
53f189a5,873cf6ec,elicited_speech,0.708023238,9.259741509,125,MALE,27
53f189a5,d0019bb0,dictation,0.993889516,7.591434501,125,MALE,27
53f189a5,0fff1a3c,text_vocab,0.975507821,5.037,125,MALE,27
53f189a5,7c66c719,ctest,0.772727273,7.111905892,125,MALE,27
53f189a5,8ca542bc,text_vocab,0.914637651,2.314,125,MALE,27
53f189a5,622773ea,elicited_speech,0.755276301,6.303217204,125,MALE,27
53f189a5,085eb6e3,elicited_speech,0.884484698,8.019930736,125,MALE,27
53f189a5,fa8050b0,dictation,0.730222395,8.549298604,125,MALE,27
53f189a5,2e391be9,ctest,0.820512821,9.993456371,125,MALE,27
53f189a5,12a3f1ac,ctest,0.8,1.497102392,125,MALE,27
53f189a5,27e957ac,ctest,0.846153846,3.711000816,125,MALE,27
53f189a5,43c7378d,audio_vocab,0.954711503,9.716,125,MALE,27
53f189a5,c2e22cd0,elicited_speech,0.912169691,8.102466829,125,MALE,27
53f189a5,3252e4f7,text_vocab,0.664902675,9.991,125,MALE,27
53f189a5,913d836a,text_vocab,0.97826087,9.304,125,MALE,27
53f189a5,03da62c0,dictation,0.993889516,0.431417394,125,MALE,27
53f189a5,897ebef4,elicited_speech,0.911897011,8.873282899,125,MALE,27
53f189a5,8.81E+43,dictation,0.091319862,5.943515422,125,MALE,27
53f189a5,13166ee2,ctest,0.740740741,6.312829021,125,MALE,27
0f4fe18a,340be7c5,audio_vocab,0.836678836,9.509,130,FEMALE,24
0f4fe18a,dde0fb61,dictation,0.993889516,3.662571519,130,FEMALE,24
0f4fe18a,8c53215f,audio_vocab,0.954711503,5.981,130,FEMALE,24
0f4fe18a,1c763398,text_vocab,0.976829842,8.157,130,FEMALE,24
0f4fe18a,b7e816e4,dictation,0.993889516,6.581685031,130,FEMALE,24
0f4fe18a,79adfcf1,elicited_speech,0.82206452,2.095069924,130,FEMALE,24
0f4fe18a,79feae17,ctest,0.9,4.497553626,130,FEMALE,24
0f4fe18a,60634b3e,elicited_speech,0.851294057,8.672854819,130,FEMALE,24
0f4fe18a,2517ab42,ctest,0.590909091,7.90293555,130,FEMALE,24
0f4fe18a,ff6ba50e,elicited_speech,0.826636765,8.71433898,130,FEMALE,24
0f4fe18a,98db918d,elicited_speech,0.862449764,8.879331456,130,FEMALE,24
0f4fe18a,15b4d76f,elicited_speech,0.868385103,9.021186285,130,FEMALE,24
0f4fe18a,bd7aa39d,ctest,0.9999999,9.745673032,130,FEMALE,24
0f4fe18a,57152627,text_vocab,0.918223856,7.336,130,FEMALE,24
0f4fe18a,888d2c31,dictation,0.993889516,9.141207997,130,FEMALE,24
0f4fe18a,283ed17c,elicited_speech,0.844506443,8.589266313,130,FEMALE,24
0f4fe18a,42c84fa3,audio_vocab,0.954711503,3.299,130,FEMALE,24
0f4fe18a,6ff46961,ctest,0.814814815,9.390476621,130,FEMALE,24
0f4fe18a,f9320614,text_vocab,0.977657181,1.45,130,FEMALE,24
0f4fe18a,933e30fd,text_vocab,0.914637651,4.962,130,FEMALE,24
0f4fe18a,92dd4f31,audio_vocab,0.957166214,7.312,130,FEMALE,24
0f4fe18a,08454f2f,text_vocab,0.97811438,9.836,130,FEMALE,24
0f4fe18a,5b470e4c,dictation,0.993889516,5.254709321,130,FEMALE,24
0f4fe18a,8c2b2c22,audio_vocab,0.836678836,9.812,130,FEMALE,24
0f4fe18a,43b61795,ctest,0.9999999,6.319474551,130,FEMALE,24
0f4fe18a,ab8257a5,text_vocab,0.903615575,9.847,130,FEMALE,24
0f4fe18a,6ddfb2e8,dictation,0.770733544,1.276396188,130,FEMALE,24
0f4fe18a,8dd5c332,audio_vocab,0.824165656,9.899,130,FEMALE,24
0f4fe18a,e0522b04,ctest,0.9999999,1.21816074,130,FEMALE,24
0f4fe18a,67ef441a,audio_vocab,0.957166214,10,130,FEMALE,24
0f4fe18a,80fe67af,dictation,0.035204338,8.523860498,130,FEMALE,24
3b8a7250,4d69280c,audio_vocab,0.206290928,8.107,100,FEMALE,18
3b8a7250,2497d79d,audio_vocab,0.52803734,5.272,100,FEMALE,18
3b8a7250,129e1742,elicited_speech,0.852180089,5.003716483,100,FEMALE,18
3b8a7250,a35db545,elicited_speech,0.732735821,6.462422013,100,FEMALE,18
3b8a7250,13aed2dc,ctest,0.736842105,8.375262873,100,FEMALE,18
3b8a7250,1cc62f32,ctest,0.913043478,0.429034328,100,FEMALE,18
3b8a7250,f1dfab95,elicited_speech,0.96451868,0.492863871,100,FEMALE,18
3b8a7250,41de31cc,ctest,0.512820513,5.288253086,100,FEMALE,18
3b8a7250,3c036957,ctest,0.884615385,2.909044144,100,FEMALE,18
3b8a7250,d2d272dc,audio_vocab,0.493147948,7.006,100,FEMALE,18
3b8a7250,8dd5c332,audio_vocab,0.835751363,9.899,100,FEMALE,18
3b8a7250,7bdcb551,text_vocab,0.837417063,3.105,100,FEMALE,18
3b8a7250,fdbb3646,elicited_speech,0.825164315,4.549802998,100,FEMALE,18
3b8a7250,7887d2a1,text_vocab,0.818473812,5.258,100,FEMALE,18
3b8a7250,b236687e,dictation,0.001322774,1.83620005,100,FEMALE,18
3b8a7250,e5d0db24,dictation,0.953533191,3.675779898,100,FEMALE,18
3b8a7250,b9c43ac0,ctest,0.611111111,9.99252317,100,FEMALE,18
3b8a7250,09d6d8ed,elicited_speech,0.929405641,4.908993275,100,FEMALE,18
3b8a7250,342046ab,audio_vocab,0.954711503,4.355,100,FEMALE,18
3b8a7250,973f1410,text_vocab,0.465270537,4.172,100,FEMALE,18
3b8a7250,5764504d,text_vocab,0.56127313,9.819,100,FEMALE,18
3b8a7250,8906d10e,text_vocab,0.918928584,7.01,100,FEMALE,18
3b8a7250,0756ed1b,dictation,0.993889516,3.555298391,100,FEMALE,18
3b8a7250,a3e405cd,dictation,1.00E-07,6.164203889,100,FEMALE,18
3b8a7250,7a99f823,ctest,0.234042553,6.144185798,100,FEMALE,18
3b8a7250,fd1f950e,audio_vocab,0.52803734,0.645,100,FEMALE,18
3b8a7250,429d13d9,dictation,0.083067816,8.143173595,100,FEMALE,18
3b8a7250,9470c7de,dictation,0.399411298,0.434112048,100,FEMALE,18
3b8a7250,70a1eb9a,text_vocab,0.917441316,9.333,100,FEMALE,18
3b8a7250,90d99592,elicited_speech,0.74165618,2.674390039,100,FEMALE,18
3b8a7250,f6ff2b7c,audio_vocab,0.311246521,4.934,100,FEMALE,18
55cc908c,0b65264e,text_vocab,0.800231548,10,110,MALE,24
55cc908c,49a74fb2,ctest,0.613636364,8.461916748,110,MALE,24
55cc908c,2e66f8b0,text_vocab,0.619983946,8.169,110,MALE,24
55cc908c,bc1cee23,dictation,1.00E-07,8.054882772,110,MALE,24
55cc908c,527a4ea1,dictation,4.42E-04,8.125031953,110,MALE,24
55cc908c,0c77b035,audio_vocab,0.957166214,2.515,110,MALE,24
55cc908c,b1e46c4a,text_vocab,0.818473812,6.906,110,MALE,24
55cc908c,b7a6990f,dictation,0.993889516,0.426555525,110,MALE,24
55cc908c,c95fcf61,audio_vocab,0.444694658,10,110,MALE,24
55cc908c,7fcb1762,elicited_speech,0.906479849,7.57386239,110,MALE,24
55cc908c,c5932bd7,ctest,0.806451613,5.303750553,110,MALE,24
55cc908c,936b4255,dictation,0.778803143,4.015505362,110,MALE,24
55cc908c,02d235a4,audio_vocab,0.954711503,6.212,110,MALE,24
55cc908c,1746e63f,audio_vocab,0.311246521,8.357,110,MALE,24
55cc908c,9ba620bb,audio_vocab,0.733895509,8.14,110,MALE,24
55cc908c,d308e185,audio_vocab,0.733895509,9.711,110,MALE,24
55cc908c,ec8d3b8f,elicited_speech,0.847319149,8.370702752,110,MALE,24
55cc908c,3c036957,ctest,0.884615385,2.909044144,110,MALE,24
55cc908c,2654e445,text_vocab,0.715650253,9.725,110,MALE,24
55cc908c,6c5ba445,elicited_speech,0.765126018,8.242519341,110,MALE,24
55cc908c,90e5ec55,dictation,0.993889516,3.481693751,110,MALE,24
55cc908c,baa1f270,ctest,0.710526316,9.986266493,110,MALE,24
55cc908c,59611142,elicited_speech,0.821970747,6.385534708,110,MALE,24
55cc908c,02edbef8,text_vocab,0.903615575,4.395,110,MALE,24
55cc908c,ffc18db5,text_vocab,0.97811438,1.335,110,MALE,24
55cc908c,820c9c34,elicited_speech,0.778279587,8.343003652,110,MALE,24
55cc908c,e7b5d0df,ctest,0.930232558,7.565468301,110,MALE,24
55cc908c,87c29222,elicited_speech,1.00E-07,8.384312965,110,MALE,24
55cc908c,7b73224c,dictation,0.16895193,6.255063806,110,MALE,24
55cc908c,07ce566e,ctest,0.829268293,7.491915421,110,MALE,24
55cc908c,86c6a2de,audio_vocab,0.954711503,4.836,110,MALE,24
bca1c202,dae4a703,text_vocab,0.918223856,6.34,100,MALE,29
bca1c202,78236b76,ctest,0.777777778,9.616717983,100,MALE,29
bca1c202,807fcf61,audio_vocab,0.745446777,0.897,100,MALE,29
bca1c202,4ac51045,dictation,0.993889516,3.80952144,100,MALE,29
bca1c202,317d7fc8,elicited_speech,0.961339562,5.029922,100,MALE,29
bca1c202,27b5c91a,dictation,0.993889516,0.413175174,100,MALE,29
bca1c202,acf1da7f,ctest,0.484848485,4.221078572,100,MALE,29
bca1c202,a18cb5fa,text_vocab,0.642509816,4.028,100,MALE,29
bca1c202,79f5a892,audio_vocab,0.835751363,4.208,100,MALE,29
bca1c202,3548846,dictation,1.04E-04,8.656672928,100,MALE,29
bca1c202,35af981f,elicited_speech,0.902255749,4.888184667,100,MALE,29
bca1c202,ae2afb2e,ctest,0.529411765,5.462407411,100,MALE,29
bca1c202,317a4101,text_vocab,0.488760239,10,100,MALE,29
bca1c202,362cdbe7,dictation,0.581940047,3.764969534,100,MALE,29
bca1c202,f1f53125,text_vocab,0.539551054,4.355,100,MALE,29
bca1c202,7364a448,text_vocab,0.202494924,7.398,100,MALE,29
bca1c202,c1b039ab,elicited_speech,0.9999999,3.00217797,100,MALE,29
bca1c202,99b771a2,elicited_speech,0.922787366,6.476901288,100,MALE,29
bca1c202,5a51be60,audio_vocab,0.493147948,9.362,100,MALE,29
bca1c202,b58a3edc,ctest,0.576923077,7.299011601,100,MALE,29
